Idx,Category,Qwen_Acc,Llama_Acc,Consensus_Acc,DASE_Acc,State,Steps,Cost,Duration,Commit_Method,EL_At_Commit,Lambda_At_Commit,MSPRT_Reject,Total_Tokens,Tokens_Step1,Tokens_Post_S1,Mean_Tokens_Per_Step,Total_Inferences,Tokens_Per_Inference,Total_Step_Duration_S,Mean_Step_Duration_S,Endpoint_Token_Breakdown,Infra_Noise,Infra_Noise_Rate
186,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.038762,19.26,unanimous,0.028,1.8333,False,6653,6653,0,6653.0,5,1330.6,19.23,19.23,"{""databricks-qwen3-next-80b-a3b-instruct"": 6075, ""databricks-meta-llama-3-3-70b-instruct"": 578}",0,0.0
187,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.020454,12.58,unanimous,0.04,1.8333,False,3827,3827,0,3827.0,5,765.4,12.544,12.544,"{""databricks-qwen3-next-80b-a3b-instruct"": 2573, ""databricks-meta-llama-3-3-70b-instruct"": 1254}",0,0.0
188,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.030539999999999998,17.36,unanimous,0.1285,1.4813,False,5290,5290,0,5290.0,5,1058.0,17.325,17.325,"{""databricks-qwen3-next-80b-a3b-instruct"": 4690, ""databricks-meta-llama-3-3-70b-instruct"": 600}",0,0.0
189,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.023162,16.62,unanimous,0.0255,1.8333,False,4017,4017,0,4017.0,5,803.4,16.587,16.587,"{""databricks-qwen3-next-80b-a3b-instruct"": 3547, ""databricks-meta-llama-3-3-70b-instruct"": 470}",0,0.0
190,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.008742,1.26,unanimous,0.028,1.8333,False,1683,1683,0,1683.0,5,336.6,1.23,1.23,"{""databricks-qwen3-next-80b-a3b-instruct"": 1005, ""databricks-meta-llama-3-3-70b-instruct"": 678}",0,0.0
191,GPQA (Organic Chemistry),0,1,0,0,STABLE,13,0.32906799999999997,235.52,mSPRT,0.082,21.2224,True,60874,3443,57431,4682.6,65,936.5,235.474,18.113,"{""databricks-qwen3-next-80b-a3b-instruct"": 42786, ""databricks-meta-llama-3-3-70b-instruct"": 18088}",0,0.0
192,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.028253999999999998,14.57,unanimous,0.0345,1.8333,False,4895,4895,0,4895.0,5,979.0,14.541,14.541,"{""databricks-qwen3-next-80b-a3b-instruct"": 4337, ""databricks-meta-llama-3-3-70b-instruct"": 558}",0,0.0
193,GPQA (Organic Chemistry),0,0,0,0,STABLE,13,0.838802,577.02,EL-streak,0.0985,17.4445,False,146895,10345,136550,11299.6,65,2259.9,576.972,44.382,"{""databricks-qwen3-next-80b-a3b-instruct"": 125611, ""databricks-meta-llama-3-3-70b-instruct"": 21284}",0,0.0
194,GPQA (Electromagnetism and Photonics),0,0,0,0,STABLE,1,0.00934,8.73,unanimous,0.0685,1.8333,False,1730,1730,0,1730.0,5,346.0,8.685,8.685,"{""databricks-qwen3-next-80b-a3b-instruct"": 1210, ""databricks-meta-llama-3-3-70b-instruct"": 520}",0,0.0
195,GPQA (Organic Chemistry),0,1,0,1,STABLE,9,0.22492399999999999,261.99,mSPRT,0.0,36.5676,True,41776,8846,32930,4641.8,45,928.4,261.947,29.105,"{""databricks-qwen3-next-80b-a3b-instruct"": 28910, ""databricks-meta-llama-3-3-70b-instruct"": 12866}",0,0.0
196,GPQA (Physics (general)),0,1,1,1,STABLE,7,0.27177799999999996,197.02,mSPRT,0.0,22.1768,True,48185,640,47545,6883.6,35,1376.7,196.983,28.14,"{""databricks-qwen3-next-80b-a3b-instruct"": 39519, ""databricks-meta-llama-3-3-70b-instruct"": 8666}",0,0.0
197,GPQA (Quantum Mechanics),0,0,0,0,UNSTABLE,15,0.9857999999999999,715.06,fallback,0.4625,9.8657,False,172691,13301,159390,11512.7,75,2302.5,715.011,47.667,"{""databricks-qwen3-next-80b-a3b-instruct"": 147518, ""databricks-meta-llama-3-3-70b-instruct"": 25173}",0,0.0
198,GPQA (High-energy particle physics),0,1,1,1,STABLE,5,0.010328,44.32,mSPRT,0.0005,20.7113,True,2582,263,2319,516.4,25,103.3,44.284,8.857,"{""databricks-qwen3-next-80b-a3b-instruct"": 0, ""databricks-meta-llama-3-3-70b-instruct"": 2582}",0,0.0
199,GPQA (Chemistry (general)),0,1,1,1,STABLE,8,0.148924,215.82,mSPRT,0.0,30.1495,True,30966,1927,29039,3870.8,40,774.1,215.783,26.973,"{""databricks-qwen3-next-80b-a3b-instruct"": 12530, ""databricks-meta-llama-3-3-70b-instruct"": 18436}",0,0.0
200,GPQA (Chemistry (general)),0,1,0,0,UNSTABLE,15,0.456374,223.81,fallback,0.2165,8.2886,False,85220,2648,82572,5681.3,75,1136.3,223.764,14.918,"{""databricks-qwen3-next-80b-a3b-instruct"": 57747, ""databricks-meta-llama-3-3-70b-instruct"": 27473}",0,0.0
201,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.046773999999999996,27.55,unanimous,0.1275,1.4813,False,7915,7915,0,7915.0,5,1583.0,27.519,27.519,"{""databricks-qwen3-next-80b-a3b-instruct"": 7557, ""databricks-meta-llama-3-3-70b-instruct"": 358}",0,0.0
202,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.026073999999999996,21.24,unanimous,0.0305,1.8333,False,4511,4511,0,4511.0,5,902.2,21.207,21.207,"{""databricks-qwen3-next-80b-a3b-instruct"": 4015, ""databricks-meta-llama-3-3-70b-instruct"": 496}",0,0.0
203,GPQA (Genetics),0,1,0,1,STABLE,10,0.776898,471.52,EL-streak,0.0,4.9783,False,135179,14037,121142,13517.9,50,2703.6,471.472,47.147,"{""databricks-qwen3-next-80b-a3b-instruct"": 118091, ""databricks-meta-llama-3-3-70b-instruct"": 17088}",0,0.0
204,GPQA (Organic Chemistry),0,1,1,1,STABLE,7,0.354044,247.37,mSPRT,0.01,21.6377,True,62565,12005,50560,8937.9,35,1787.6,247.329,35.333,"{""databricks-qwen3-next-80b-a3b-instruct"": 51892, ""databricks-meta-llama-3-3-70b-instruct"": 10673}",0,0.0
205,GPQA (Inorganic Chemistry),0,1,1,1,STABLE,5,0.055642,95.41,mSPRT,0.0005,20.7113,True,13230,1906,11324,2646.0,25,529.2,95.374,19.075,"{""databricks-qwen3-next-80b-a3b-instruct"": 1361, ""databricks-meta-llama-3-3-70b-instruct"": 11869}",0,0.0
206,GPQA (Relativistic Mechanics),0,0,0,0,STABLE,10,0.30328599999999994,281.38,EL-streak,0.1315,5.2623,False,57722,1765,55957,5772.2,50,1154.4,281.341,28.134,"{""databricks-qwen3-next-80b-a3b-instruct"": 36199, ""databricks-meta-llama-3-3-70b-instruct"": 21523}",0,0.0
207,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.05232,37.59,unanimous,0.028,1.8333,False,8898,8898,0,8898.0,5,1779.6,37.557,37.557,"{""databricks-qwen3-next-80b-a3b-instruct"": 8364, ""databricks-meta-llama-3-3-70b-instruct"": 534}",0,0.0
208,GPQA (Organic Chemistry),0,0,0,0,STABLE,6,0.444142,265.74,mSPRT,0.004,23.4728,True,75535,13648,61887,12589.2,30,2517.8,265.694,44.282,"{""databricks-qwen3-next-80b-a3b-instruct"": 71001, ""databricks-meta-llama-3-3-70b-instruct"": 4534}",0,0.0
209,GPQA (High-energy particle physics),0,1,1,1,STABLE,1,0.004938,6.24,unanimous,0.137,1.8333,False,909,909,0,909.0,5,181.8,6.212,6.212,"{""databricks-qwen3-next-80b-a3b-instruct"": 651, ""databricks-meta-llama-3-3-70b-instruct"": 258}",0,0.0
210,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.015838,9.11,unanimous,0.0295,1.8333,False,2739,2739,0,2739.0,5,547.8,9.077,9.077,"{""databricks-qwen3-next-80b-a3b-instruct"": 2441, ""databricks-meta-llama-3-3-70b-instruct"": 298}",0,0.0
211,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.008712,2.75,unanimous,0.0295,1.8333,False,1600,1600,0,1600.0,5,320.0,2.714,2.714,"{""databricks-qwen3-next-80b-a3b-instruct"": 1156, ""databricks-meta-llama-3-3-70b-instruct"": 444}",0,0.0
212,GPQA (Chemistry (general)),0,1,1,1,STABLE,5,0.304904,211.56,mSPRT,0.0,20.7113,True,55027,10424,44603,11005.4,25,2201.1,211.522,42.304,"{""databricks-qwen3-next-80b-a3b-instruct"": 42398, ""databricks-meta-llama-3-3-70b-instruct"": 12629}",0,0.0
213,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.02855,22.97,unanimous,0.0685,1.8333,False,5726,5726,0,5726.0,5,1145.2,22.939,22.939,"{""databricks-qwen3-next-80b-a3b-instruct"": 2823, ""databricks-meta-llama-3-3-70b-instruct"": 2903}",0,0.0
214,GPQA (High-energy particle physics),0,0,0,0,STABLE,6,0.09420999999999999,94.02,mSPRT,0.0,29.1684,True,17613,6740,10873,2935.5,30,587.1,93.978,15.663,"{""databricks-qwen3-next-80b-a3b-instruct"": 11879, ""databricks-meta-llama-3-3-70b-instruct"": 5734}",0,0.0
215,GPQA (Inorganic Chemistry),0,0,0,1,STABLE,6,0.12177999999999999,186.96,mSPRT,0.002,23.4728,True,26590,10446,16144,4431.7,30,886.3,186.922,31.154,"{""databricks-qwen3-next-80b-a3b-instruct"": 7710, ""databricks-meta-llama-3-3-70b-instruct"": 18880}",0,0.0
216,GPQA (Organic Chemistry),0,1,0,1,STABLE,11,0.8772939999999999,472.53,EL-streak,0.0205,2.5819,False,149473,13848,135625,13588.5,55,2717.7,472.484,42.953,"{""databricks-qwen3-next-80b-a3b-instruct"": 139701, ""databricks-meta-llama-3-3-70b-instruct"": 9772}",0,0.0
217,GPQA (Quantum Mechanics),1,0,1,1,STABLE,5,0.207504,419.3,mSPRT,0.0,20.7113,True,39953,5035,34918,7990.6,25,1598.1,419.265,83.853,"{""databricks-qwen3-next-80b-a3b-instruct"": 23846, ""databricks-meta-llama-3-3-70b-instruct"": 16107}",0,0.0
218,GPQA (High-energy particle physics),1,0,1,1,STABLE,6,0.09558199999999999,127.4,mSPRT,0.0,25.3782,True,17421,1623,15798,2903.5,30,580.7,127.359,21.226,"{""databricks-qwen3-next-80b-a3b-instruct"": 12949, ""databricks-meta-llama-3-3-70b-instruct"": 4472}",0,0.0
219,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.016801999999999997,7.46,unanimous,0.03,1.8333,False,2937,2937,0,2937.0,5,587.4,7.43,7.43,"{""databricks-qwen3-next-80b-a3b-instruct"": 2527, ""databricks-meta-llama-3-3-70b-instruct"": 410}",0,0.0
220,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.021266,5.9,unanimous,0.03,1.8333,False,3869,3869,0,3869.0,5,773.8,5.871,5.871,"{""databricks-qwen3-next-80b-a3b-instruct"": 2895, ""databricks-meta-llama-3-3-70b-instruct"": 974}",0,0.0
221,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.030143999999999997,124.36,unanimous,0.0235,1.8333,False,5717,5717,0,5717.0,5,1143.4,124.327,124.327,"{""databricks-qwen3-next-80b-a3b-instruct"": 3638, ""databricks-meta-llama-3-3-70b-instruct"": 2079}",0,0.0
222,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.00577,1.58,unanimous,0.035,1.8333,False,1117,1117,0,1117.0,5,223.4,1.55,1.55,"{""databricks-qwen3-next-80b-a3b-instruct"": 651, ""databricks-meta-llama-3-3-70b-instruct"": 466}",0,0.0
223,GPQA (Molecular Biology),0,0,0,0,STABLE,1,0.0061719999999999995,1.15,unanimous,0.03,1.8333,False,1192,1192,0,1192.0,5,238.4,1.118,1.118,"{""databricks-qwen3-next-80b-a3b-instruct"": 702, ""databricks-meta-llama-3-3-70b-instruct"": 490}",0,0.0
224,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.011302,4.04,unanimous,0.035,1.8333,False,2039,2039,0,2039.0,5,407.8,4.005,4.005,"{""databricks-qwen3-next-80b-a3b-instruct"": 1573, ""databricks-meta-llama-3-3-70b-instruct"": 466}",0,0.0
225,GPQA (Chemistry (general)),1,0,1,1,STABLE,9,0.40152199999999993,430.23,EL-streak,0.0455,6.2271,False,75804,8137,67667,8422.7,45,1684.5,430.188,47.799,"{""databricks-qwen3-next-80b-a3b-instruct"": 49153, ""databricks-meta-llama-3-3-70b-instruct"": 26651}",0,0.0
226,GPQA (Quantum Mechanics),1,0,1,1,STABLE,7,0.22941999999999999,156.36,mSPRT,0.0,24.5435,True,42218,2435,39783,6031.1,35,1206.2,156.314,22.331,"{""databricks-qwen3-next-80b-a3b-instruct"": 30274, ""databricks-meta-llama-3-3-70b-instruct"": 11944}",0,0.0
227,GPQA (High-energy particle physics),0,0,0,0,STABLE,1,0.004523999999999999,2.74,unanimous,0.0265,1.8333,False,876,876,0,876.0,5,175.2,2.706,2.706,"{""databricks-qwen3-next-80b-a3b-instruct"": 510, ""databricks-meta-llama-3-3-70b-instruct"": 366}",0,0.0
228,GPQA (High-energy particle physics),0,1,1,1,STABLE,5,0.437538,318.87,mSPRT,0.0005,20.7113,True,76527,14407,62120,15305.4,25,3061.1,318.838,63.768,"{""databricks-qwen3-next-80b-a3b-instruct"": 65715, ""databricks-meta-llama-3-3-70b-instruct"": 10812}",0,0.0
229,GPQA (Statistical Mechanics),1,0,1,1,STABLE,8,0.283036,252.8,mSPRT,0.0,21.1268,True,51919,3150,48769,6489.9,40,1298.0,252.758,31.595,"{""databricks-qwen3-next-80b-a3b-instruct"": 37680, ""databricks-meta-llama-3-3-70b-instruct"": 14239}",0,0.0
230,GPQA (Organic Chemistry),0,1,0,1,STABLE,7,0.396714,263.96,mSPRT,0.0,20.784,True,69497,3641,65856,9928.1,35,1985.6,263.922,37.703,"{""databricks-qwen3-next-80b-a3b-instruct"": 59363, ""databricks-meta-llama-3-3-70b-instruct"": 10134}",0,0.0
231,GPQA (Genetics),1,1,1,1,STABLE,1,0.004229999999999999,2.5,unanimous,0.0375,1.8333,False,819,819,0,819.0,5,163.8,2.461,2.461,"{""databricks-qwen3-next-80b-a3b-instruct"": 477, ""databricks-meta-llama-3-3-70b-instruct"": 342}",0,0.0
232,GPQA (Organic Chemistry),0,1,1,1,STABLE,7,0.5781459999999999,449.92,mSPRT,0.0005,35.0021,True,100788,13323,87465,14398.3,35,2879.7,449.886,64.269,"{""databricks-qwen3-next-80b-a3b-instruct"": 87497, ""databricks-meta-llama-3-3-70b-instruct"": 13291}",0,0.0
233,GPQA (Organic Chemistry),0,1,1,1,STABLE,8,0.395628,332.89,mSPRT,0.008,22.8792,True,70939,10239,60700,8867.4,40,1773.5,332.847,41.606,"{""databricks-qwen3-next-80b-a3b-instruct"": 55936, ""databricks-meta-llama-3-3-70b-instruct"": 15003}",0,0.0
234,GPQA (Molecular Biology),0,1,1,0,UNSTABLE,15,0.29154399999999997,262.56,fallback,0.1855,17.8916,False,55701,525,55176,3713.4,75,742.7,262.515,17.501,"{""databricks-qwen3-next-80b-a3b-instruct"": 34370, ""databricks-meta-llama-3-3-70b-instruct"": 21331}",0,0.0
235,GPQA (Chemistry (general)),0,0,0,0,STABLE,10,0.765832,454.2,EL-streak,0.0065,3.1779,False,130179,13220,116959,13017.9,50,2603.6,454.152,45.415,"{""databricks-qwen3-next-80b-a3b-instruct"": 122558, ""databricks-meta-llama-3-3-70b-instruct"": 7621}",0,0.0
236,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.032042,15.25,unanimous,0.038,1.8333,False,5533,5533,0,5533.0,5,1106.6,15.214,15.214,"{""databricks-qwen3-next-80b-a3b-instruct"": 4955, ""databricks-meta-llama-3-3-70b-instruct"": 578}",0,0.0
237,GPQA (Chemistry (general)),0,0,0,0,STABLE,12,0.10441999999999999,176.94,mSPRT,0.0535,35.0465,True,21356,1488,19868,1779.7,60,355.9,176.899,14.742,"{""databricks-qwen3-next-80b-a3b-instruct"": 9498, ""databricks-meta-llama-3-3-70b-instruct"": 11858}",0,0.0
238,GPQA (High-energy particle physics),0,0,0,0,STABLE,5,0.037121999999999995,61.31,mSPRT,0.001,20.7113,True,8671,986,7685,1734.2,25,346.8,61.271,12.254,"{""databricks-qwen3-next-80b-a3b-instruct"": 1219, ""databricks-meta-llama-3-3-70b-instruct"": 7452}",0,0.0
239,GPQA (Astrophysics),0,1,1,1,STABLE,5,0.09775199999999999,86.21,mSPRT,0.0,20.7113,True,19168,1696,17472,3833.6,25,766.7,86.178,17.236,"{""databricks-qwen3-next-80b-a3b-instruct"": 10540, ""databricks-meta-llama-3-3-70b-instruct"": 8628}",0,0.0
240,GPQA (Quantum Mechanics),0,1,0,1,UNSTABLE,15,0.945618,636.22,fallback,0.4485,11.7179,False,165720,10066,155654,11048.0,75,2209.6,636.17,42.411,"{""databricks-qwen3-next-80b-a3b-instruct"": 141369, ""databricks-meta-llama-3-3-70b-instruct"": 24351}",0,0.0
241,GPQA (Genetics),0,0,0,0,STABLE,1,0.05283399999999999,37.47,unanimous,0.1245,1.8333,False,8975,8975,0,8975.0,5,1795.0,37.439,37.439,"{""databricks-qwen3-next-80b-a3b-instruct"": 8467, ""databricks-meta-llama-3-3-70b-instruct"": 508}",0,0.0
242,GPQA (Physics (general)),0,1,1,1,STABLE,1,0.010404,12.39,unanimous,0.1425,1.8333,False,2233,2233,0,2233.0,5,446.6,12.363,12.363,"{""databricks-qwen3-next-80b-a3b-instruct"": 736, ""databricks-meta-llama-3-3-70b-instruct"": 1497}",0,0.0
243,GPQA (Astrophysics),0,1,0,1,STABLE,8,0.064224,92.11,mSPRT,0.0155,24.1739,True,12626,2743,9883,1578.2,40,315.6,92.072,11.509,"{""databricks-qwen3-next-80b-a3b-instruct"": 6860, ""databricks-meta-llama-3-3-70b-instruct"": 5766}",0,0.0
244,GPQA (Physics (general)),0,0,0,0,STABLE,5,0.026463999999999998,60.52,mSPRT,0.0,20.7113,True,6616,1018,5598,1323.2,25,264.6,60.484,12.097,"{""databricks-qwen3-next-80b-a3b-instruct"": 0, ""databricks-meta-llama-3-3-70b-instruct"": 6616}",0,0.0
245,GPQA (High-energy particle physics),0,1,1,1,STABLE,5,0.11034799999999999,91.37,mSPRT,0.0,20.7113,True,22057,1841,20216,4411.4,25,882.3,91.333,18.267,"{""databricks-qwen3-next-80b-a3b-instruct"": 11060, ""databricks-meta-llama-3-3-70b-instruct"": 10997}",0,0.0
246,GPQA (Organic Chemistry),1,0,1,0,STABLE,10,0.728362,426.99,EL-streak,0.0,3.9885,False,124259,13239,111020,12425.9,50,2485.2,426.934,42.693,"{""databricks-qwen3-next-80b-a3b-instruct"": 115663, ""databricks-meta-llama-3-3-70b-instruct"": 8596}",0,0.0
247,GPQA (Quantum Mechanics),0,0,0,0,STABLE,9,0.33303,265.15,EL-streak,0.0215,12.5734,False,61983,7229,54754,6887.0,45,1377.4,265.107,29.456,"{""databricks-qwen3-next-80b-a3b-instruct"": 42549, ""databricks-meta-llama-3-3-70b-instruct"": 19434}",0,0.0
248,GPQA (Physics (general)),0,0,0,0,STABLE,7,0.092002,149.3,mSPRT,0.002,21.6377,True,20969,2614,18355,2995.6,35,599.1,149.261,21.323,"{""databricks-qwen3-next-80b-a3b-instruct"": 4063, ""databricks-meta-llama-3-3-70b-instruct"": 16906}",0,0.0
249,GPQA (Quantum Mechanics),0,1,1,1,STABLE,5,0.10982,92.64,mSPRT,0.0,20.7113,True,21072,1294,19778,4214.4,25,842.9,92.603,18.521,"{""databricks-qwen3-next-80b-a3b-instruct"": 12766, ""databricks-meta-llama-3-3-70b-instruct"": 8306}",0,0.0
250,GPQA (Relativistic Mechanics),1,1,1,1,STABLE,1,0.024579999999999998,17.7,unanimous,0.0345,1.8333,False,4684,4684,0,4684.0,5,936.8,17.669,17.669,"{""databricks-qwen3-next-80b-a3b-instruct"": 2922, ""databricks-meta-llama-3-3-70b-instruct"": 1762}",0,0.0
251,GPQA (Physics (general)),1,0,1,1,STABLE,10,0.35592799999999997,263.66,EL-streak+mSPRT,0.0,23.8196,True,68180,4616,63564,6818.0,50,1363.6,263.617,26.362,"{""databricks-qwen3-next-80b-a3b-instruct"": 41604, ""databricks-meta-llama-3-3-70b-instruct"": 26576}",0,0.0
252,GPQA (Molecular Biology),0,1,0,1,STABLE,9,1.10733,432.3,EL-streak,0.0085,4.11,False,198192,20391,177801,22021.3,45,4404.3,432.256,48.028,"{""databricks-qwen3-next-80b-a3b-instruct"": 157281, ""databricks-meta-llama-3-3-70b-instruct"": 40911}",0,0.0
253,GPQA (Quantum Mechanics),0,0,0,0,STABLE,5,0.32688199999999995,246.34,mSPRT,0.001,20.7113,True,61678,12493,49185,12335.6,25,2467.1,246.304,49.261,"{""databricks-qwen3-next-80b-a3b-instruct"": 40085, ""databricks-meta-llama-3-3-70b-instruct"": 21593}",0,0.0
254,GPQA (High-energy particle physics),1,1,1,1,STABLE,1,0.036666,8.74,unanimous,0.032,1.8333,False,6819,6819,0,6819.0,5,1363.8,8.703,8.703,"{""databricks-qwen3-next-80b-a3b-instruct"": 4695, ""databricks-meta-llama-3-3-70b-instruct"": 2124}",0,0.0
255,GPQA (Genetics),1,0,1,0,STABLE,11,0.12853599999999998,163.97,mSPRT,0.124,21.8206,True,28646,3650,24996,2604.2,55,520.8,163.929,14.903,"{""databricks-qwen3-next-80b-a3b-instruct"": 6976, ""databricks-meta-llama-3-3-70b-instruct"": 21670}",0,0.0
256,GPQA (Organic Chemistry),0,0,0,0,STABLE,9,0.609358,366.61,EL-streak,0.0005,5.8325,False,104303,414,103889,11589.2,45,2317.8,366.554,40.728,"{""databricks-qwen3-next-80b-a3b-instruct"": 96073, ""databricks-meta-llama-3-3-70b-instruct"": 8230}",0,0.0
257,GPQA (Inorganic Chemistry),0,0,0,0,STABLE,6,0.42237399999999997,323.21,mSPRT,0.002,26.9247,True,75015,15076,59939,12502.5,30,2500.5,323.164,53.861,"{""databricks-qwen3-next-80b-a3b-instruct"": 61157, ""databricks-meta-llama-3-3-70b-instruct"": 13858}",0,0.0
258,GPQA (Organic Chemistry),0,1,1,0,STABLE,6,0.10579999999999999,143.04,mSPRT,0.032,23.4728,True,20213,3355,16858,3368.8,30,673.8,143.001,23.834,"{""databricks-qwen3-next-80b-a3b-instruct"": 12474, ""databricks-meta-llama-3-3-70b-instruct"": 7739}",0,0.0
259,GPQA (Quantum Mechanics),0,1,1,1,STABLE,5,0.060282,102.93,mSPRT,0.001,20.7113,True,12871,478,12393,2574.2,25,514.8,102.898,20.58,"{""databricks-qwen3-next-80b-a3b-instruct"": 4399, ""databricks-meta-llama-3-3-70b-instruct"": 8472}",0,0.0
260,GPQA (Molecular Biology),0,1,1,1,STABLE,5,0.018286,52.85,mSPRT,0.0005,20.7113,True,4192,390,3802,838.4,25,167.7,52.815,10.563,"{""databricks-qwen3-next-80b-a3b-instruct"": 759, ""databricks-meta-llama-3-3-70b-instruct"": 3433}",0,0.0
261,GPQA (High-energy particle physics),0,0,0,1,STABLE,8,0.49929399999999996,351.64,mSPRT,0.0105,25.6481,True,90233,470,89763,11279.1,40,2255.8,351.599,43.95,"{""databricks-qwen3-next-80b-a3b-instruct"": 69181, ""databricks-meta-llama-3-3-70b-instruct"": 21052}",0,0.0
262,GPQA (Molecular Biology),0,1,1,1,STABLE,6,0.44704799999999995,247.63,mSPRT,0.0,30.6803,True,79953,15577,64376,13325.5,30,2665.1,247.59,41.265,"{""databricks-qwen3-next-80b-a3b-instruct"": 63618, ""databricks-meta-llama-3-3-70b-instruct"": 16335}",0,0.0
263,GPQA (Physics (general)),1,1,1,1,STABLE,1,0.014373999999999998,13.93,unanimous,0.0655,1.8333,False,2942,2942,0,2942.0,5,588.4,13.898,13.898,"{""databricks-qwen3-next-80b-a3b-instruct"": 1303, ""databricks-meta-llama-3-3-70b-instruct"": 1639}",0,0.0
264,GPQA (Molecular Biology),0,0,0,0,STABLE,9,0.06831,113.18,EL-streak+mSPRT,0.001,36.5676,True,14984,761,14223,1664.9,45,333.0,113.134,12.57,"{""databricks-qwen3-next-80b-a3b-instruct"": 4187, ""databricks-meta-llama-3-3-70b-instruct"": 10797}",0,0.0
265,GPQA (Quantum Mechanics),0,1,1,1,STABLE,7,0.5492199999999999,390.03,mSPRT,0.0,27.4556,True,99327,3048,96279,14189.6,35,2837.9,389.995,55.714,"{""databricks-qwen3-next-80b-a3b-instruct"": 75956, ""databricks-meta-llama-3-3-70b-instruct"": 23371}",0,0.0
266,GPQA (Organic Chemistry),0,0,0,0,STABLE,9,0.645204,378.07,EL-streak,0.0015,4.3337,False,111764,6657,105107,12418.2,45,2483.6,378.024,42.003,"{""databricks-qwen3-next-80b-a3b-instruct"": 99074, ""databricks-meta-llama-3-3-70b-instruct"": 12690}",0,0.0
267,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.021573999999999996,16.45,unanimous,0.066,1.8333,False,4202,4202,0,4202.0,5,840.4,16.411,16.411,"{""databricks-qwen3-next-80b-a3b-instruct"": 2383, ""databricks-meta-llama-3-3-70b-instruct"": 1819}",0,0.0
268,GPQA (Molecular Biology),0,1,1,1,STABLE,9,0.18094,160.54,mSPRT,0.0075,34.5361,True,37204,2388,34816,4133.8,45,826.8,160.494,17.833,"{""databricks-qwen3-next-80b-a3b-instruct"": 16062, ""databricks-meta-llama-3-3-70b-instruct"": 21142}",0,0.0
269,GPQA (Physics (general)),0,0,0,1,STABLE,12,1.037928,841.72,mSPRT,0.0075,35.404,True,186132,7169,178963,15511.0,60,3102.2,841.673,70.139,"{""databricks-qwen3-next-80b-a3b-instruct"": 146700, ""databricks-meta-llama-3-3-70b-instruct"": 39432}",0,0.0
270,GPQA (Organic Chemistry),1,0,1,1,STABLE,14,0.520914,356.46,EL-streak,0.041,16.2446,False,94220,2988,91232,6730.0,70,1346.0,356.413,25.458,"{""databricks-qwen3-next-80b-a3b-instruct"": 72017, ""databricks-meta-llama-3-3-70b-instruct"": 22203}",0,0.0
271,GPQA (Astrophysics),1,0,1,1,STABLE,9,0.5722039999999999,387.45,mSPRT,0.0,27.8553,True,104498,9936,94562,11610.9,45,2322.2,387.399,43.044,"{""databricks-qwen3-next-80b-a3b-instruct"": 77106, ""databricks-meta-llama-3-3-70b-instruct"": 27392}",0,0.0
272,GPQA (Astrophysics),0,1,1,1,STABLE,9,0.766376,615.89,EL-streak+mSPRT,0.0,29.5753,True,137014,15521,121493,15223.8,45,3044.8,615.851,68.428,"{""databricks-qwen3-next-80b-a3b-instruct"": 109160, ""databricks-meta-llama-3-3-70b-instruct"": 27854}",0,0.0
273,GPQA (Astrophysics),1,1,1,1,STABLE,1,0.021302,14.45,unanimous,0.12,1.4813,False,4079,4079,0,4079.0,5,815.8,14.417,14.417,"{""databricks-qwen3-next-80b-a3b-instruct"": 2493, ""databricks-meta-llama-3-3-70b-instruct"": 1586}",0,0.0
274,GPQA (Organic Chemistry),1,0,1,1,STABLE,12,0.546972,328.81,EL-streak,0.073,10.5963,False,101398,5360,96038,8449.8,60,1690.0,328.766,27.397,"{""databricks-qwen3-next-80b-a3b-instruct"": 70690, ""databricks-meta-llama-3-3-70b-instruct"": 30708}",0,0.0
275,GPQA (Astrophysics),1,1,1,1,STABLE,1,0.0206,11.75,unanimous,0.0275,1.8333,False,3827,3827,0,3827.0,5,765.4,11.72,11.72,"{""databricks-qwen3-next-80b-a3b-instruct"": 2646, ""databricks-meta-llama-3-3-70b-instruct"": 1181}",0,0.0
