Idx,Category,Qwen_Acc,Llama_Acc,Consensus_Acc,DASE_Acc,State,Steps,Cost,Duration,Commit_Method,EL_At_Commit,Lambda_At_Commit,MSPRT_Reject,Total_Tokens,Tokens_Step1,Tokens_Post_S1,Mean_Tokens_Per_Step,Total_Inferences,Tokens_Per_Inference,Total_Step_Duration_S,Mean_Step_Duration_S,Endpoint_Token_Breakdown,Infra_Noise,Infra_Noise_Rate
183,Frontier Math (AIME),1,0,1,1,STABLE,1,0.022996,20.43,unanimous,0.0645,1.8333,False,4311,4311,0,4311.0,5,862.2,20.402,20.402,"{""databricks-qwen3-next-80b-a3b-instruct"": 2876, ""databricks-meta-llama-3-3-70b-instruct"": 1435}",0,0.0
184,Frontier Math (AIME),1,0,1,1,STABLE,7,0.240014,179.49,mSPRT,0.0005,23.4408,True,45060,5758,39302,6437.1,35,1287.4,179.447,25.635,"{""databricks-qwen3-next-80b-a3b-instruct"": 29887, ""databricks-meta-llama-3-3-70b-instruct"": 15173}",0,0.0
185,Frontier Math (AIME),1,0,1,1,STABLE,1,0.039869999999999996,32.17,unanimous,0.1325,1.8333,False,7205,7205,0,7205.0,5,1441.0,32.142,32.142,"{""databricks-qwen3-next-80b-a3b-instruct"": 5525, ""databricks-meta-llama-3-3-70b-instruct"": 1680}",0,0.0
186,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.261634,936.16,fallback,0.5265,11.2684,False,223125,15020,208105,14875.0,75,2975.0,936.107,62.407,"{""databricks-qwen3-next-80b-a3b-instruct"": 184567, ""databricks-meta-llama-3-3-70b-instruct"": 38558}",0,0.0
187,Frontier Math (AIME),1,0,1,1,STABLE,1,0.0196,17.49,unanimous,0.127,1.8333,False,3842,3842,0,3842.0,5,768.4,17.457,17.457,"{""databricks-qwen3-next-80b-a3b-instruct"": 2116, ""databricks-meta-llama-3-3-70b-instruct"": 1726}",0,0.0
188,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.8963439999999999,760.83,fallback,0.1955,2.2724,False,162660,11943,150717,10844.0,75,2168.8,760.766,50.718,"{""databricks-qwen3-next-80b-a3b-instruct"": 122852, ""databricks-meta-llama-3-3-70b-instruct"": 39808}",0,0.0
189,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.563282,1703.89,fallback,1.0,1.0,False,296169,18946,277223,19744.6,75,3948.9,1703.856,113.59,"{""databricks-qwen3-next-80b-a3b-instruct"": 189303, ""databricks-meta-llama-3-3-70b-instruct"": 106866}",0,0.0
190,Frontier Math (AIME),1,0,1,1,STABLE,1,0.048392,33.4,unanimous,0.07,1.8333,False,8748,8748,0,8748.0,5,1749.6,33.366,33.366,"{""databricks-qwen3-next-80b-a3b-instruct"": 6700, ""databricks-meta-llama-3-3-70b-instruct"": 2048}",0,0.0
191,Frontier Math (AIME),1,0,1,1,STABLE,6,0.44655,319.18,mSPRT,0.0005,20.683,True,79852,10786,69066,13308.7,30,2661.7,319.139,53.19,"{""databricks-qwen3-next-80b-a3b-instruct"": 63571, ""databricks-meta-llama-3-3-70b-instruct"": 16281}",0,0.0
192,Frontier Math (AIME),0,1,0,1,STABLE,10,0.8563459999999999,541.91,EL-streak,0.003,2.709,False,150631,14231,136400,15063.1,50,3012.6,541.853,54.185,"{""databricks-qwen3-next-80b-a3b-instruct"": 126911, ""databricks-meta-llama-3-3-70b-instruct"": 23720}",0,0.0
193,Frontier Math (AIME),0,0,0,1,UNSTABLE,15,0.573162,574.1,fallback,0.4005,6.162,False,106607,15260,91347,7107.1,75,1421.4,574.056,38.27,"{""databricks-qwen3-next-80b-a3b-instruct"": 73367, ""databricks-meta-llama-3-3-70b-instruct"": 33240}",0,0.0
194,Frontier Math (AIME),0,0,0,1,UNSTABLE,15,1.258874,933.56,fallback,0.629,1.625,False,224992,3241,221751,14999.5,75,2999.9,933.5,62.233,"{""databricks-qwen3-next-80b-a3b-instruct"": 179453, ""databricks-meta-llama-3-3-70b-instruct"": 45539}",0,0.0
195,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.703306,567.62,fallback,0.8875,1.8333,False,129877,16167,113710,8658.5,75,1731.7,567.575,37.838,"{""databricks-qwen3-next-80b-a3b-instruct"": 91899, ""databricks-meta-llama-3-3-70b-instruct"": 37978}",0,0.0
196,Frontier Math (AIME),0,0,0,1,STABLE,10,0.710846,490.74,EL-streak,0.001,6.3538,False,125390,1610,123780,12539.0,50,2507.8,490.698,49.07,"{""databricks-qwen3-next-80b-a3b-instruct"": 104643, ""databricks-meta-llama-3-3-70b-instruct"": 20747}",0,0.0
197,Frontier Math (AIME),0,0,0,1,STABLE,9,0.26156999999999997,264.05,EL-streak,0.0,15.8545,False,51945,5118,46827,5771.7,45,1154.3,263.996,29.333,"{""databricks-qwen3-next-80b-a3b-instruct"": 26895, ""databricks-meta-llama-3-3-70b-instruct"": 25050}",0,0.0
198,Frontier Math (AIME),1,0,1,1,STABLE,6,0.367872,244.88,mSPRT,0.0,29.1684,True,66612,10219,56393,11102.0,30,2220.4,244.841,40.807,"{""databricks-qwen3-next-80b-a3b-instruct"": 50712, ""databricks-meta-llama-3-3-70b-instruct"": 15900}",0,0.0
199,Frontier Math (AIME),0,0,0,0,STABLE,7,0.225292,155.47,mSPRT,0.0,29.1286,True,41558,3764,37794,5936.9,35,1187.4,155.429,22.204,"{""databricks-qwen3-next-80b-a3b-instruct"": 29530, ""databricks-meta-llama-3-3-70b-instruct"": 12028}",0,0.0
200,Frontier Math (AIME),0,0,0,1,STABLE,10,0.7784719999999999,482.2,EL-streak,0.0,13.4622,False,137472,10367,127105,13747.2,50,2749.4,482.157,48.216,"{""databricks-qwen3-next-80b-a3b-instruct"": 114292, ""databricks-meta-llama-3-3-70b-instruct"": 23180}",0,0.0
201,Frontier Math (AIME),0,0,0,1,STABLE,5,0.081884,85.67,mSPRT,0.0015,20.7113,True,16351,2200,14151,3270.2,25,654.0,85.632,17.126,"{""databricks-qwen3-next-80b-a3b-instruct"": 8240, ""databricks-meta-llama-3-3-70b-instruct"": 8111}",0,0.0
202,Frontier Math (AIME),1,0,1,1,STABLE,10,0.167894,205.36,mSPRT,0.001,26.9247,True,34425,4538,29887,3442.5,50,688.5,205.322,20.532,"{""databricks-qwen3-next-80b-a3b-instruct"": 15097, ""databricks-meta-llama-3-3-70b-instruct"": 19328}",0,0.0
203,Frontier Math (AIME),1,0,1,1,STABLE,9,0.69896,467.77,mSPRT,0.0095,30.7689,True,124105,14450,109655,13789.4,45,2757.9,467.728,51.97,"{""databricks-qwen3-next-80b-a3b-instruct"": 101270, ""databricks-meta-llama-3-3-70b-instruct"": 22835}",0,0.0
204,Frontier Math (AIME),0,0,0,1,UNSTABLE,15,0.9107179999999999,740.04,fallback,0.5035,4.4818,False,168353,9654,158699,11223.5,75,2244.7,739.991,49.333,"{""databricks-qwen3-next-80b-a3b-instruct"": 118653, ""databricks-meta-llama-3-3-70b-instruct"": 49700}",0,0.0
205,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.0604959999999999,722.74,fallback,0.5415,8.7795,False,188909,15578,173331,12593.9,75,2518.8,722.685,48.179,"{""databricks-qwen3-next-80b-a3b-instruct"": 152430, ""databricks-meta-llama-3-3-70b-instruct"": 36479}",0,0.0
206,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.4934,351.31,fallback,0.7125,2.0778,False,101373,3617,97756,6758.2,75,1351.6,351.268,23.418,"{""databricks-qwen3-next-80b-a3b-instruct"": 43954, ""databricks-meta-llama-3-3-70b-instruct"": 57419}",0,0.0
207,Frontier Math (AIME),1,0,1,1,STABLE,1,0.034386,27.06,unanimous,0.1285,1.8333,False,6405,6405,0,6405.0,5,1281.0,27.031,27.031,"{""databricks-qwen3-next-80b-a3b-instruct"": 4383, ""databricks-meta-llama-3-3-70b-instruct"": 2022}",0,0.0
208,Frontier Math (AIME),1,1,1,1,STABLE,1,0.05176399999999999,68.13,unanimous,0.0665,1.8333,False,10303,10303,0,10303.0,5,2060.6,68.096,68.096,"{""databricks-qwen3-next-80b-a3b-instruct"": 5276, ""databricks-meta-llama-3-3-70b-instruct"": 5027}",0,0.0
209,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.33061,892.01,fallback,0.7105,1.8333,False,235420,17210,218210,15694.7,75,3138.9,891.965,59.464,"{""databricks-qwen3-next-80b-a3b-instruct"": 194465, ""databricks-meta-llama-3-3-70b-instruct"": 40955}",0,0.0
210,Frontier Math (AIME),0,0,0,1,STABLE,8,0.398364,295.1,mSPRT,0.0005,22.5782,True,70372,9519,60853,8796.5,40,1759.3,295.058,36.882,"{""databricks-qwen3-next-80b-a3b-instruct"": 58438, ""databricks-meta-llama-3-3-70b-instruct"": 11934}",0,0.0
211,Frontier Math (AIME),0,0,0,1,STABLE,8,0.16355999999999998,241.24,mSPRT,0.009,20.7113,True,34380,3180,31200,4297.5,40,859.5,241.201,30.15,"{""databricks-qwen3-next-80b-a3b-instruct"": 13020, ""databricks-meta-llama-3-3-70b-instruct"": 21360}",0,0.0
212,Frontier Math (AIME),0,0,0,1,STABLE,8,0.37423199999999995,304.46,mSPRT,0.0,31.703,True,69793,2294,67499,8724.1,40,1744.8,304.423,38.053,"{""databricks-qwen3-next-80b-a3b-instruct"": 47530, ""databricks-meta-llama-3-3-70b-instruct"": 22263}",0,0.0
213,Frontier Math (AIME),1,0,1,1,STABLE,6,0.287528,190.54,mSPRT,0.0,20.683,True,52087,7415,44672,8681.2,30,1736.2,190.499,31.75,"{""databricks-qwen3-next-80b-a3b-instruct"": 39590, ""databricks-meta-llama-3-3-70b-instruct"": 12497}",0,0.0
214,Frontier Math (AIME),1,0,1,1,STABLE,5,0.310894,201.7,mSPRT,0.0,20.7113,True,54938,9744,45194,10987.6,25,2197.5,201.666,40.333,"{""databricks-qwen3-next-80b-a3b-instruct"": 45571, ""databricks-meta-llama-3-3-70b-instruct"": 9367}",0,0.0
215,Frontier Math (AIME),1,0,1,1,STABLE,15,0.981626,784.65,EL-streak,0.0435,10.8899,False,176062,13516,162546,11737.5,75,2347.5,784.596,52.306,"{""databricks-qwen3-next-80b-a3b-instruct"": 138689, ""databricks-meta-llama-3-3-70b-instruct"": 37373}",0,0.0
216,Frontier Math (AIME),1,0,1,1,STABLE,10,0.59522,601.62,mSPRT,0.0,29.7217,True,114681,5498,109183,11468.1,50,2293.6,601.576,60.158,"{""databricks-qwen3-next-80b-a3b-instruct"": 68248, ""databricks-meta-llama-3-3-70b-instruct"": 46433}",0,0.0
217,Frontier Math (AIME),0,0,0,1,UNSTABLE,15,1.1904839999999999,804.5,fallback,0.4805,13.3853,False,209622,15300,194322,13974.8,75,2795.0,804.449,53.63,"{""databricks-qwen3-next-80b-a3b-instruct"": 175998, ""databricks-meta-llama-3-3-70b-instruct"": 33624}",0,0.0
218,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.168246,733.13,fallback,0.724,9.5586,False,211135,12207,198928,14075.7,75,2815.1,733.078,48.872,"{""databricks-qwen3-next-80b-a3b-instruct"": 161853, ""databricks-meta-llama-3-3-70b-instruct"": 49282}",0,0.0
219,Frontier Math (AIME),0,0,0,1,STABLE,6,0.248796,206.91,mSPRT,0.0005,23.4728,True,45822,4080,41742,7637.0,30,1527.4,206.862,34.477,"{""databricks-qwen3-next-80b-a3b-instruct"": 32754, ""databricks-meta-llama-3-3-70b-instruct"": 13068}",0,0.0
220,Frontier Math (AIME),0,0,0,1,STABLE,11,0.7478659999999999,526.43,EL-streak,0.0,5.7849,False,134032,6765,127267,12184.7,55,2436.9,526.363,47.851,"{""databricks-qwen3-next-80b-a3b-instruct"": 105869, ""databricks-meta-llama-3-3-70b-instruct"": 28163}",0,0.0
221,Frontier Math (AIME),0,0,0,0,STABLE,8,0.559844,394.83,mSPRT,0.0015,24.5227,True,99151,14527,84624,12393.9,40,2478.8,394.787,49.348,"{""databricks-qwen3-next-80b-a3b-instruct"": 81620, ""databricks-meta-llama-3-3-70b-instruct"": 17531}",0,0.0
222,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.6704019999999999,623.34,fallback,0.7395,8.0947,False,127580,2962,124618,8505.3,75,1701.1,623.29,41.553,"{""databricks-qwen3-next-80b-a3b-instruct"": 80041, ""databricks-meta-llama-3-3-70b-instruct"": 47539}",0,0.0
223,Frontier Math (AIME),1,0,1,1,STABLE,8,0.596258,470.7,mSPRT,0.0,28.7228,True,108463,10938,97525,13557.9,40,2711.6,470.647,58.831,"{""databricks-qwen3-next-80b-a3b-instruct"": 81203, ""databricks-meta-llama-3-3-70b-instruct"": 27260}",0,0.0
224,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.053898,663.25,fallback,0.51,1.4052,False,184427,14546,169881,12295.1,75,2459.0,663.194,44.213,"{""databricks-qwen3-next-80b-a3b-instruct"": 158095, ""databricks-meta-llama-3-3-70b-instruct"": 26332}",0,0.0
225,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.33888999999999997,376.64,fallback,0.512,4.952,False,68461,6859,61602,4564.1,75,912.8,376.588,25.106,"{""databricks-qwen3-next-80b-a3b-instruct"": 32523, ""databricks-meta-llama-3-3-70b-instruct"": 35938}",0,0.0
226,Frontier Math (AIME),0,0,0,0,STABLE,12,0.922866,582.51,mSPRT,0.186,23.4728,True,163476,2327,161149,13623.0,60,2724.6,582.458,48.538,"{""databricks-qwen3-next-80b-a3b-instruct"": 134481, ""databricks-meta-llama-3-3-70b-instruct"": 28995}",0,0.0
227,Frontier Math (AIME),0,0,0,1,UNSTABLE,15,0.475718,473.57,fallback,0.3045,6.162,False,92058,10831,81227,6137.2,75,1227.4,473.524,31.568,"{""databricks-qwen3-next-80b-a3b-instruct"": 53743, ""databricks-meta-llama-3-3-70b-instruct"": 38315}",0,0.0
228,Frontier Math (AIME),0,0,0,1,STABLE,8,0.35218,312.46,mSPRT,0.0,28.762,True,67239,2764,64475,8404.9,40,1681.0,312.418,39.052,"{""databricks-qwen3-next-80b-a3b-instruct"": 41612, ""databricks-meta-llama-3-3-70b-instruct"": 25627}",0,0.0
229,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.246626,836.05,fallback,0.541,1.8708,False,220531,15507,205024,14702.1,75,2940.4,835.977,55.732,"{""databricks-qwen3-next-80b-a3b-instruct"": 182251, ""databricks-meta-llama-3-3-70b-instruct"": 38280}",0,0.0
230,Frontier Math (AIME),0,0,0,1,STABLE,10,0.199092,266.38,mSPRT,0.0125,20.7113,True,39210,1414,37796,3921.0,50,784.2,266.343,26.634,"{""databricks-qwen3-next-80b-a3b-instruct"": 21126, ""databricks-meta-llama-3-3-70b-instruct"": 18084}",0,0.0
231,Frontier Math (AIME),0,0,0,0,STABLE,14,1.1425100000000001,656.61,mSPRT,0.093,30.2858,True,202490,15862,186628,14463.6,70,2892.7,656.559,46.897,"{""databricks-qwen3-next-80b-a3b-instruct"": 166275, ""databricks-meta-llama-3-3-70b-instruct"": 36215}",0,0.0
232,Frontier Math (AIME),0,0,0,1,STABLE,6,0.147698,147.17,mSPRT,0.0195,20.7113,True,29105,3927,25178,4850.8,30,970.2,147.139,24.523,"{""databricks-qwen3-next-80b-a3b-instruct"": 15639, ""databricks-meta-llama-3-3-70b-instruct"": 13466}",0,0.0
233,Frontier Math (AIME),0,1,1,1,STABLE,6,0.08524,167.37,mSPRT,0.002,26.9247,True,19152,2778,16374,3192.0,30,638.4,167.334,27.889,"{""databricks-qwen3-next-80b-a3b-instruct"": 4316, ""databricks-meta-llama-3-3-70b-instruct"": 14836}",0,0.0
234,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.2886199999999999,947.26,fallback,0.095,19.8872,False,231963,3585,228378,15464.2,75,3092.8,947.21,63.147,"{""databricks-qwen3-next-80b-a3b-instruct"": 180384, ""databricks-meta-llama-3-3-70b-instruct"": 51579}",0,0.0
235,Frontier Math (AIME),1,0,1,1,STABLE,1,0.058825999999999996,43.0,unanimous,0.125,1.8333,False,10563,10563,0,10563.0,5,2112.6,42.964,42.964,"{""databricks-qwen3-next-80b-a3b-instruct"": 8287, ""databricks-meta-llama-3-3-70b-instruct"": 2276}",0,0.0
236,Frontier Math (AIME),1,0,1,1,STABLE,6,0.374318,287.28,mSPRT,0.0,26.9247,True,68080,12091,55989,11346.7,30,2269.3,287.246,47.874,"{""databricks-qwen3-next-80b-a3b-instruct"": 50999, ""databricks-meta-llama-3-3-70b-instruct"": 17081}",0,0.0
237,Frontier Math (AIME),0,1,1,1,STABLE,1,0.026808,25.04,unanimous,0.068,1.8333,False,5143,5143,0,5143.0,5,1028.6,25.013,25.013,"{""databricks-qwen3-next-80b-a3b-instruct"": 3118, ""databricks-meta-llama-3-3-70b-instruct"": 2025}",0,0.0
238,Frontier Math (AIME),0,0,0,1,STABLE,13,0.8607859999999999,675.65,EL-streak,0.0045,16.5827,False,156884,10518,146366,12068.0,65,2413.6,675.603,51.969,"{""databricks-qwen3-next-80b-a3b-instruct"": 116625, ""databricks-meta-llama-3-3-70b-instruct"": 40259}",0,0.0
239,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.02004,690.19,fallback,0.8485,4.2405,False,182934,15741,167193,12195.6,75,2439.1,690.136,46.009,"{""databricks-qwen3-next-80b-a3b-instruct"": 144152, ""databricks-meta-llama-3-3-70b-instruct"": 38782}",0,0.0
240,Frontier Math (AIME),0,0,0,1,STABLE,6,0.080678,123.14,mSPRT,0.0055,20.7113,True,17265,3941,13324,2877.5,30,575.5,123.103,20.517,"{""databricks-qwen3-next-80b-a3b-instruct"": 5809, ""databricks-meta-llama-3-3-70b-instruct"": 11456}",0,0.0
241,Frontier Math (AIME),0,0,0,1,STABLE,8,0.601744,397.01,mSPRT,0.01,26.9247,True,105998,2189,103809,13249.8,40,2649.9,396.975,49.622,"{""databricks-qwen3-next-80b-a3b-instruct"": 88876, ""databricks-meta-llama-3-3-70b-instruct"": 17122}",0,0.0
242,Frontier Math (AIME),0,0,0,1,STABLE,6,0.355332,237.31,mSPRT,0.0005,20.7113,True,62420,14364,48056,10403.3,30,2080.7,237.278,39.546,"{""databricks-qwen3-next-80b-a3b-instruct"": 52826, ""databricks-meta-llama-3-3-70b-instruct"": 9594}",0,0.0
243,Frontier Math (AIME),0,0,0,1,STABLE,5,0.09298,133.78,mSPRT,0.0005,20.7113,True,19675,2153,17522,3935.0,25,787.0,133.744,26.749,"{""databricks-qwen3-next-80b-a3b-instruct"": 7140, ""databricks-meta-llama-3-3-70b-instruct"": 12535}",0,0.0
244,Frontier Math (AIME),0,0,0,1,STABLE,13,0.7341679999999999,577.8,mSPRT,0.055,20.6465,True,131011,1565,129446,10077.8,65,2015.6,577.761,44.443,"{""databricks-qwen3-next-80b-a3b-instruct"": 105062, ""databricks-meta-llama-3-3-70b-instruct"": 25949}",0,0.0
245,Frontier Math (AIME),1,0,1,1,STABLE,1,0.03811,33.67,unanimous,0.1335,1.8333,False,7056,7056,0,7056.0,5,1411.2,33.638,33.638,"{""databricks-qwen3-next-80b-a3b-instruct"": 4943, ""databricks-meta-llama-3-3-70b-instruct"": 2113}",0,0.0
246,Frontier Math (AIME),1,0,1,1,STABLE,1,0.055173999999999994,55.53,unanimous,0.118,1.8333,False,11050,11050,0,11050.0,5,2210.0,55.495,55.495,"{""databricks-qwen3-next-80b-a3b-instruct"": 5487, ""databricks-meta-llama-3-3-70b-instruct"": 5563}",0,0.0
247,Frontier Math (AIME),1,0,1,1,STABLE,6,0.230048,214.77,mSPRT,0.0,29.1684,True,44064,10039,34025,7344.0,30,1468.8,214.731,35.788,"{""databricks-qwen3-next-80b-a3b-instruct"": 26896, ""databricks-meta-llama-3-3-70b-instruct"": 17168}",0,0.0
248,Frontier Math (AIME),0,0,0,1,STABLE,14,1.10093,756.79,mSPRT,0.242,37.5222,True,196104,11004,185100,14007.4,70,2801.5,756.734,54.052,"{""databricks-qwen3-next-80b-a3b-instruct"": 158257, ""databricks-meta-llama-3-3-70b-instruct"": 37847}",0,0.0
249,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.478558,484.51,fallback,0.5875,6.0121,False,89571,9881,79690,5971.4,75,1194.3,484.459,32.297,"{""databricks-qwen3-next-80b-a3b-instruct"": 60137, ""databricks-meta-llama-3-3-70b-instruct"": 29434}",0,0.0
250,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.101244,763.3,fallback,0.4235,9.4859,False,195178,15525,179653,13011.9,75,2602.4,763.253,50.884,"{""databricks-qwen3-next-80b-a3b-instruct"": 160266, ""databricks-meta-llama-3-3-70b-instruct"": 34912}",0,0.0
251,Frontier Math (AIME),1,0,1,1,STABLE,7,0.155326,199.68,mSPRT,0.0155,20.7113,True,32640,4209,28431,4662.9,35,932.6,199.633,28.519,"{""databricks-qwen3-next-80b-a3b-instruct"": 12383, ""databricks-meta-llama-3-3-70b-instruct"": 20257}",0,0.0
252,Frontier Math (AIME),0,0,0,1,STABLE,7,0.137908,109.94,mSPRT,0.0,20.7113,True,26787,1435,25352,3826.7,35,765.3,109.889,15.698,"{""databricks-qwen3-next-80b-a3b-instruct"": 15380, ""databricks-meta-llama-3-3-70b-instruct"": 11407}",0,0.0
253,Frontier Math (AIME),1,0,1,1,STABLE,1,0.059338,34.34,unanimous,0.129,1.8333,False,10674,10674,0,10674.0,5,2134.8,34.307,34.307,"{""databricks-qwen3-next-80b-a3b-instruct"": 8321, ""databricks-meta-llama-3-3-70b-instruct"": 2353}",0,0.0
254,Frontier Math (AIME),1,0,1,1,STABLE,1,0.042684,26.21,unanimous,0.114,1.8333,False,7768,7768,0,7768.0,5,1553.6,26.169,26.169,"{""databricks-qwen3-next-80b-a3b-instruct"": 5806, ""databricks-meta-llama-3-3-70b-instruct"": 1962}",0,0.0
255,Frontier Math (AIME),0,0,0,0,STABLE,9,0.7739199999999999,486.24,mSPRT,0.015,34.5833,True,136062,15045,121017,15118.0,45,3023.6,486.194,54.022,"{""databricks-qwen3-next-80b-a3b-instruct"": 114836, ""databricks-meta-llama-3-3-70b-instruct"": 21226}",0,0.0
256,Frontier Math (AIME),1,0,1,1,STABLE,5,0.24559999999999998,160.91,mSPRT,0.0005,20.7113,True,45363,8974,36389,9072.6,25,1814.5,160.87,32.174,"{""databricks-qwen3-next-80b-a3b-instruct"": 32074, ""databricks-meta-llama-3-3-70b-instruct"": 13289}",0,0.0
257,Frontier Math (AIME),0,1,1,1,STABLE,9,0.23661,258.64,mSPRT,0.0045,23.4728,True,45921,11350,34571,5102.3,45,1020.5,258.598,28.733,"{""databricks-qwen3-next-80b-a3b-instruct"": 26463, ""databricks-meta-llama-3-3-70b-instruct"": 19458}",0,0.0
258,Frontier Math (AIME),0,0,0,1,STABLE,14,0.9442019999999999,628.91,EL-streak,0.0075,7.1203,False,169007,8072,160935,12071.9,70,2414.4,628.851,44.918,"{""databricks-qwen3-next-80b-a3b-instruct"": 134087, ""databricks-meta-llama-3-3-70b-instruct"": 34920}",0,0.0
259,Frontier Math (AIME),0,0,0,1,STABLE,6,0.24131999999999998,528.62,mSPRT,0.0,25.3782,True,43333,4056,39277,7222.2,30,1444.4,528.588,88.098,"{""databricks-qwen3-next-80b-a3b-instruct"": 33994, ""databricks-meta-llama-3-3-70b-instruct"": 9339}",0,0.0
260,Frontier Math (AIME),0,0,0,0,STABLE,14,1.186276,901.67,EL-streak,0.1535,2.1841,False,207424,14582,192842,14816.0,70,2963.2,901.621,64.401,"{""databricks-qwen3-next-80b-a3b-instruct"": 178290, ""databricks-meta-llama-3-3-70b-instruct"": 29134}",0,0.0
261,Frontier Math (AIME),1,0,1,0,UNSTABLE,15,0.846946,719.64,fallback,0.4115,10.9865,False,153013,5604,147409,10200.9,75,2040.2,719.589,47.973,"{""databricks-qwen3-next-80b-a3b-instruct"": 117447, ""databricks-meta-llama-3-3-70b-instruct"": 35566}",0,0.0
262,Frontier Math (AIME),0,1,1,1,STABLE,10,0.8268139999999999,642.41,EL-streak,0.001,15.6886,False,146255,14955,131300,14625.5,50,2925.1,642.371,64.237,"{""databricks-qwen3-next-80b-a3b-instruct"": 120897, ""databricks-meta-llama-3-3-70b-instruct"": 25358}",0,0.0
263,Frontier Math (AIME),1,0,1,1,STABLE,5,0.17757799999999999,214.04,mSPRT,0.0015,20.7113,True,36336,4390,31946,7267.2,25,1453.4,214.007,42.801,"{""databricks-qwen3-next-80b-a3b-instruct"": 16117, ""databricks-meta-llama-3-3-70b-instruct"": 20219}",0,0.0
264,Frontier Math (AIME),1,0,1,1,STABLE,1,0.04455,54.39,unanimous,0.126,1.8333,False,9024,9024,0,9024.0,5,1804.8,54.345,54.345,"{""databricks-qwen3-next-80b-a3b-instruct"": 4227, ""databricks-meta-llama-3-3-70b-instruct"": 4797}",0,0.0
265,Frontier Math (AIME),1,0,1,1,STABLE,1,0.03904,30.42,unanimous,0.144,1.8333,False,7390,7390,0,7390.0,5,1478.0,30.389,30.389,"{""databricks-qwen3-next-80b-a3b-instruct"": 4740, ""databricks-meta-llama-3-3-70b-instruct"": 2650}",0,0.0
266,Frontier Math (AIME),0,0,0,1,UNSTABLE,15,1.406874,1067.29,fallback,0.6605,3.2187,False,251675,15527,236148,16778.3,75,3355.7,1067.229,71.149,"{""databricks-qwen3-next-80b-a3b-instruct"": 200087, ""databricks-meta-llama-3-3-70b-instruct"": 51588}",0,0.0
267,Frontier Math (AIME),1,0,1,0,STABLE,15,1.224218,890.6,mSPRT,0.0,27.4532,True,214967,14102,200865,14331.1,75,2866.2,890.543,59.37,"{""databricks-qwen3-next-80b-a3b-instruct"": 182175, ""databricks-meta-llama-3-3-70b-instruct"": 32792}",0,0.0
268,Frontier Math (AIME),0,0,0,0,STABLE,12,0.661982,591.74,mSPRT,0.0065,24.3999,True,119205,14726,104479,9933.8,60,1986.8,591.694,49.308,"{""databricks-qwen3-next-80b-a3b-instruct"": 92581, ""databricks-meta-llama-3-3-70b-instruct"": 26624}",0,0.0
269,Frontier Math (AIME),1,0,1,1,STABLE,1,0.071172,51.54,unanimous,0.1215,1.8333,False,12391,12391,0,12391.0,5,2478.2,51.508,51.508,"{""databricks-qwen3-next-80b-a3b-instruct"": 10804, ""databricks-meta-llama-3-3-70b-instruct"": 1587}",0,0.0
270,Frontier Math (AIME),0,0,0,1,STABLE,8,0.6208940000000001,433.93,mSPRT,0.017,20.7113,True,109660,14871,94789,13707.5,40,2741.5,433.894,54.237,"{""databricks-qwen3-next-80b-a3b-instruct"": 91127, ""databricks-meta-llama-3-3-70b-instruct"": 18533}",0,0.0
271,Frontier Math (AIME),1,0,1,1,STABLE,10,0.12462199999999998,180.75,mSPRT,0.0155,20.7113,True,26821,3311,23510,2682.1,50,536.4,180.712,18.071,"{""databricks-qwen3-next-80b-a3b-instruct"": 8669, ""databricks-meta-llama-3-3-70b-instruct"": 18152}",0,0.0
272,Frontier Math (AIME),0,0,0,1,STABLE,7,0.35579599999999995,284.26,mSPRT,0.0005,23.4728,True,64848,2013,62835,9264.0,35,1852.8,284.222,40.603,"{""databricks-qwen3-next-80b-a3b-instruct"": 48202, ""databricks-meta-llama-3-3-70b-instruct"": 16646}",0,0.0
273,Frontier Math (AIME),0,0,0,1,STABLE,7,0.4323,313.06,mSPRT,0.0,21.6377,True,77412,10252,67160,11058.9,35,2211.8,313.004,44.715,"{""databricks-qwen3-next-80b-a3b-instruct"": 61326, ""databricks-meta-llama-3-3-70b-instruct"": 16086}",0,0.0
274,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.1151399999999998,835.23,fallback,0.114,6.3434,False,202319,15914,186405,13487.9,75,2697.6,835.178,55.679,"{""databricks-qwen3-next-80b-a3b-instruct"": 152932, ""databricks-meta-llama-3-3-70b-instruct"": 49387}",0,0.0
