Idx,Category,Qwen_Guess,Llama_Guess,Consensus_S1,DASE_Final,Qwen_Acc,Llama_Acc,Consensus_Acc,DASE_Acc,State,Steps,Cost,Duration,Infra_Noise,Infra_Noise_Rate
493,GPQA (High-energy particle physics),empty,D,D,D,0,1,1,1,STABLE,1,0.001632,8.61,0,0.0
494,GPQA (Organic Chemistry),empty,D,D,D,0,0,0,0,STABLE,1,0.001344,9.71,0,0.0
495,GPQA (High-energy particle physics),A,D,A,D,0,1,0,1,STABLE,4,0.0780879999999999,94.69,0,0.0
496,GPQA (Molecular Biology),B,B,B,B,1,1,1,1,STABLE,1,0.035008,37.4,0,0.0
497,GPQA (Organic Chemistry),B,B,B,B,1,1,1,1,STABLE,4,0.1754359999999999,116.1,0,0.0
498,GPQA (Organic Chemistry),B,A,B,D,1,0,1,0,UNSTABLE,15,0.601004,423.28,0,0.0
499,GPQA (Organic Chemistry),A,A,A,A,0,0,0,0,STABLE,1,0.02103,8.04,0,0.0
500,GPQA (Molecular Biology),D,D,D,D,1,1,1,1,STABLE,1,0.026302,14.64,0,0.0
501,GPQA (Physics (general)),D,D,D,D,1,1,1,1,STABLE,4,0.147802,116.11,0,0.0
502,GPQA (Astrophysics),A,A,A,A,1,1,1,1,STABLE,1,0.040892,21.25,0,0.0
503,GPQA (Molecular Biology),A,B,A,A,1,0,1,1,STABLE,4,0.130458,74.6,0,0.0
504,GPQA (Organic Chemistry),D,A,D,D,0,0,0,0,STABLE,12,0.600208,391.16,0,0.0
505,GPQA (High-energy particle physics),B,B,B,B,1,1,1,1,STABLE,1,0.01935,20.7,0,0.0
506,GPQA (Physics (general)),empty,B,B,D,0,0,0,1,STABLE,6,0.219734,196.84,0,0.0
507,GPQA (Chemistry (general)),D,C,D,D,1,0,1,1,STABLE,4,0.262994,155.84,0,0.0
508,GPQA (Chemistry (general)),SbF₆,B,SbF₆,SbF₆,0,0,0,0,STABLE,15,0.896066,689.13,0,0.0
509,GPQA (Organic Chemistry),B,B,B,B,1,1,1,1,STABLE,1,0.05484,42.41,0,0.0
510,GPQA (Chemistry (general)),B,B,B,B,1,1,1,1,STABLE,1,0.020912,11.04,0,0.0
511,GPQA (Quantum Mechanics),B,D,B,D,0,1,0,1,STABLE,7,0.24019,217.57,0,0.0
512,GPQA (Molecular Biology),empty,A,A,A,0,1,1,1,STABLE,1,0.00188,6.88,0,0.0
513,GPQA (Astrophysics),empty,C,C,C,0,0,0,0,STABLE,1,0.00264,6.45,0,0.0
514,GPQA (Organic Chemistry),empty,A,A,C,0,0,0,1,STABLE,7,0.52267,307.07,0,0.0
515,GPQA (Quantum Mechanics),empty,B,B,B,0,1,1,1,STABLE,1,0.02027,22.33,0,0.0
516,GPQA (Molecular Biology),empty,C,C,C,0,1,1,1,STABLE,1,0.011132,7.12,0,0.0
517,GPQA (High-energy particle physics),empty,B,B,B,0,1,1,1,STABLE,1,0.005992,11.0,0,0.0
518,GPQA (Astrophysics),empty,C,C,C,0,1,1,1,STABLE,1,0.006604,15.8,0,0.0
519,GPQA (High-energy particle physics),empty,A,A,A,0,1,1,1,STABLE,1,0.001096,7.44,0,0.0
520,GPQA (Physics (general)),empty,C,C,C,0,1,1,1,STABLE,1,0.007828,16.68,0,0.0
521,GPQA (Organic Chemistry),empty,B,B,B,0,0,0,0,STABLE,1,0.002048,11.29,0,0.0
522,GPQA (Molecular Biology),empty,C,C,C,0,1,1,1,STABLE,1,0.002376,11.18,0,0.0
523,GPQA (Physics (general)),empty,B,B,B,0,1,1,1,STABLE,1,0.00363,8.01,0,0.0
524,GPQA (Organic Chemistry),empty,A,A,A,0,1,1,1,STABLE,1,0.0046159999999999,7.63,0,0.0
525,GPQA (High-energy particle physics),empty,C,C,D,0,0,0,1,STABLE,4,0.206676,174.03,0,0.0
526,GPQA (Genetics),B,A,B,B,1,0,1,1,STABLE,4,0.115194,66.8,0,0.0
527,GPQA (Physics (general)),empty,B,B,B,0,1,1,1,STABLE,5,0.090196,46.3,0,0.0
528,GPQA (Organic Chemistry),B,B,B,B,1,1,1,1,STABLE,1,0.0210199999999999,13.4,0,0.0
529,GPQA (Molecular Biology),C,C,C,C,1,1,1,1,STABLE,1,0.007526,0.65,0,0.0
530,GPQA (Quantum Mechanics),C,C,C,C,1,1,1,1,STABLE,4,0.168068,106.2,0,0.0
531,GPQA (Organic Chemistry),B,D,B,D,1,0,1,0,UNSTABLE,15,0.818534,549.57,0,0.0
532,GPQA (Chemistry (general)),B,A,B,B,1,0,1,1,STABLE,4,0.2298499999999999,164.33,0,0.0
533,GPQA (Molecular Biology),empty,D,D,D,0,1,1,1,STABLE,1,0.002008,7.62,0,0.0
534,GPQA (Organic Chemistry),empty,B,B,B,0,1,1,1,STABLE,1,0.0127539999999999,9.51,0,0.0
535,GPQA (Molecular Biology),empty,D,D,D,0,1,1,1,STABLE,1,0.00258,5.85,0,0.0
536,GPQA (Astrophysics),empty,B,B,B,0,0,0,0,STABLE,1,0.0051119999999999,18.51,0,0.0
537,GPQA (Physics (general)),empty,B,B,B,0,1,1,1,STABLE,1,0.007404,16.78,0,0.0
538,GPQA (Organic Chemistry),empty,C,C,C,0,0,0,0,STABLE,1,0.0024,8.18,0,0.0
539,GPQA (Molecular Biology),B,B,B,B,1,1,1,1,STABLE,1,0.009562,2.68,0,0.0
540,GPQA (Genetics),B,A,B,B,0,1,0,0,STABLE,4,0.130648,70.67,0,0.0
541,GPQA (Molecular Biology),X,D,X,D,0,1,0,1,STABLE,4,0.2834199999999999,161.32,0,0.0
542,GPQA (Astrophysics),empty,D,D,C,0,0,0,1,STABLE,4,0.09045,71.29,0,0.0
543,GPQA (Optics and Acoustics),empty,B,B,D,0,0,0,0,STABLE,11,0.4464059999999999,318.99,0,0.0
544,GPQA (Chemistry (general)),C,(B),C,C,1,0,1,1,STABLE,4,0.099078,93.75,0,0.0
545,GPQA (Physics (general)),D,D,D,D,1,1,1,1,STABLE,1,0.029216,21.38,0,0.0
546,GPQA (Relativistic Mechanics),A,C,A,A,0,1,0,0,STABLE,4,0.161346,92.6,0,0.0
