Category,Consensus_S1,DASE_Final,S1_Acc,DASE_Acc,State,Commit_Reason,Steps,Final_X,Spatial_Cost,Alpha_Weight,Cost,Tokens,Duration,Infra_Noise,Infra_Noise_Rate
GPQA (Astrophysics),C,D,0,1,STABLE,right_wall,4,4,0.04,0.2,0.045043,16490,107.31,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.162748,57141,180.19,0,0.0
GPQA (Physics (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.060755,22134,122.51,0,0.0
GPQA (Astrophysics),A,A,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.06206,23398,181.36,0,0.0
GPQA (Organic Chemistry),C,B,0,0,STABLE,left_wall,10,-4,0.1,0.2,0.317989,112333,419.2,0,0.0
GPQA (Quantum Mechanics),D,D,0,0,STABLE,left_wall,14,-4,0.14,0.2,0.321585,115217,526.67,0,0.0
GPQA (Organic Chemistry),C,C,1,1,STABLE,right_wall,8,4,0.08,0.2,0.16968,61873,239.71,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.028605,10905,56.65,0,0.0
GPQA (Electromagnetism and Photonics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.059195,21920,42.2,0,0.0
GPQA (Molecular Biology),D,D,0,0,STABLE,right_wall,4,4,0.04,0.2,0.034113,13093,29.44,0,0.0
GPQA (Chemistry (general)),C,C,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.170321,59134,168.62,0,0.0
GPQA (Chemistry (general)),D,D,1,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.33575,126227,508.2,0,0.0
GPQA (Organic Chemistry),C,C,1,1,STABLE,left_wall,10,-4,0.1,0.2,0.321985,113511,444.11,0,0.0
GPQA (Molecular Biology),C,C,1,1,STABLE,right_wall,10,4,0.1,0.2,0.074324,28527,177.3,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.083754,29512,121.27,0,0.0
GPQA (Genetics),A,A,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.179615,62785,174.73,0,0.0
GPQA (Quantum Mechanics),C,C,1,1,STABLE,right_wall,8,4,0.08,0.2,0.042677,16698,178.81,0,0.0
GPQA (Astrophysics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.03398,13315,34.01,0,0.0
GPQA (Chemistry (general)),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.066726,25216,62.41,0,0.0
GPQA (High-energy particle physics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.059887,22599,68.35,0,0.0
GPQA (Electromagnetism and Photonics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.057015,21317,49.28,0,0.0
GPQA (High-energy particle physics),D,D,0,0,STABLE,right_wall,6,4,0.06,0.2,0.101451,37668,141.17,0,0.0
GPQA (Chemistry (general)),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.033886,12639,36.49,0,0.0
GPQA (Chemistry (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.120968,43070,143.37,0,0.0
GPQA (Astrophysics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.044773,17084,69.58,0,0.0
GPQA (Molecular Biology),D,D,0,0,STABLE,right_wall,6,4,0.06,0.2,0.071227,26315,99.69,0,0.0
GPQA (Organic Chemistry),C,C,1,1,STABLE,left_wall,8,-4,0.08,0.2,0.264506,92305,375.16,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,10,4,0.1,0.2,0.268602,95282,423.89,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,right_wall,8,4,0.08,0.2,0.132238,48778,265.92,0,0.0
GPQA (Quantum Mechanics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.093719,34967,87.88,0,0.0
GPQA (Organic Chemistry),D,D,0,0,STABLE,left_wall,8,-4,0.08,0.2,0.240185,85203,343.09,0,0.0
GPQA (Molecular Biology),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.036714,13819,34.29,0,0.0
GPQA (Physics (general)),A,A,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.080227,29436,172.09,0,0.0
GPQA (Quantum Mechanics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.106984,37642,141.73,0,0.0
GPQA (Astrophysics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.036771,13685,112.83,0,0.0
GPQA (Organic Chemistry),A,A,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.174508,62259,183.83,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,right_wall,10,4,0.1,0.2,0.199107,71011,366.51,0,0.0
GPQA (Statistical Mechanics),B,B,1,1,STABLE,right_wall,6,4,0.06,0.2,0.055004,20855,102.94,0,0.0
GPQA (High-energy particle physics),D,D,0,0,STABLE,right_wall,4,4,0.04,0.2,0.036534,13120,25.46,0,0.0
GPQA (Chemistry (general)),"\Delta G^\circ = -RT \ln K
\",B,0,1,STABLE,right_wall,4,4,0.04,0.2,0.137486,49783,147.62,0,0.0
GPQA (Chemistry (general)),D,D,1,1,STABLE,right_wall,8,4,0.08,0.2,0.171363,61500,295.92,0,0.0
GPQA (Quantum Mechanics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.03467,13443,29.85,0,0.0
GPQA (Organic Chemistry),A,A,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.161669,55620,195.71,0,0.0
GPQA (Genetics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.02524,9924,109.23,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.104472,37152,136.87,0,0.0
GPQA (Quantum Mechanics),-2(\lambda_+ - \gamma),C,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.145879,50888,183.83,0,0.0
GPQA (Physics (general)),D,B,1,0,STABLE,left_wall,4,-4,0.04,0.2,0.024772,9989,109.93,0,0.0
GPQA (Chemistry (general)),A,C,0,1,STABLE,left_wall,12,-4,0.12,0.2,0.329432,117940,548.93,0,0.0
GPQA (Molecular Biology),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.03108,11761,19.99,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.03969,14782,23.97,0,0.0
GPQA (High-energy particle physics),B,D,0,1,STABLE,right_wall,4,4,0.04,0.2,0.101374,35574,129.68,0,0.0
GPQA (Organic Chemistry),C,D,0,0,UNSTABLE,fallback,15,-3,0.15,0.2,0.360695,127771,552.6,0,0.0
GPQA (High-energy particle physics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.072322,28624,98.77,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.06833,25197,115.43,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.08361,30219,85.15,0,0.0
GPQA (Organic Chemistry),B,D,1,0,UNSTABLE,fallback,15,1,0.15,0.2,0.324114,117870,447.33,0,0.0
GPQA (Organic Chemistry),A,A,0,0,STABLE,right_wall,6,4,0.06,0.2,0.110991,40351,186.53,0,0.0
GPQA (Molecular Biology),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.053881,19894,42.15,0,0.0
GPQA (Physics (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.072106,25313,112.26,0,0.0
GPQA (Astrophysics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.114121,40123,138.64,0,0.0
GPQA (Molecular Biology),A,A,1,1,STABLE,right_wall,8,4,0.08,0.2,0.123608,46053,177.84,0,0.0
GPQA (Organic Chemistry),A,D,0,0,STABLE,right_wall,4,4,0.04,0.2,0.115905,40933,158.61,0,0.0
GPQA (High-energy particle physics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.051051,20101,99.28,0,0.0
GPQA (Physics (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.079998,29853,66.4,0,0.0
GPQA (Chemistry (general)),C,C,0,0,STABLE,left_wall,12,-4,0.12,0.2,0.2959,106769,467.55,0,0.0
GPQA (Chemistry (general)),SbF₆,SbF₆,0,0,STABLE,left_wall,10,-4,0.1,0.2,0.30757,109481,417.55,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,8,4,0.08,0.2,0.206626,72546,315.34,0,0.0
GPQA (Chemistry (general)),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.036914,13931,148.72,0,0.0
GPQA (Quantum Mechanics),B,D,0,1,STABLE,left_wall,6,-4,0.06,0.2,0.231255,80482,249.31,0,0.0
GPQA (Molecular Biology),B,A,0,1,STABLE,right_wall,8,4,0.08,0.2,0.120605,44311,301.69,0,0.0
GPQA (Astrophysics),A,B,0,1,STABLE,right_wall,6,4,0.06,0.2,0.117555,42282,126.01,0,0.0
GPQA (Organic Chemistry),N₂⁺,C,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.173363,60034,240.18,0,0.0
GPQA (Quantum Mechanics),B,B,1,1,STABLE,right_wall,6,4,0.06,0.2,0.123861,47325,215.38,0,0.0
GPQA (Molecular Biology),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.040863,15451,43.45,0,0.0
GPQA (High-energy particle physics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.049839,18157,54.73,0,0.0
GPQA (Astrophysics),D,C,0,1,STABLE,left_wall,6,-4,0.06,0.2,0.070538,26554,112.68,0,0.0
GPQA (High-energy particle physics),B,B,0,0,STABLE,right_wall,4,4,0.04,0.2,0.033089,12385,26.93,0,0.0
GPQA (Physics (general)),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.081603,30265,73.37,0,0.0
GPQA (Organic Chemistry),B,A,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.171263,59290,173.13,0,0.0
GPQA (Molecular Biology),C,C,1,1,STABLE,right_wall,6,4,0.06,0.2,0.036046,14145,196.57,0,0.0
GPQA (Physics (general)),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.03888,14142,29.89,0,0.0
GPQA (Organic Chemistry),A,A,1,1,STABLE,right_wall,8,4,0.08,0.2,0.322716,111164,345.65,0,0.0
GPQA (High-energy particle physics),A,D,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.036797,16226,170.49,0,0.0
GPQA (Genetics),A,B,0,1,STABLE,right_wall,6,4,0.06,0.2,0.084454,31900,93.25,0,0.0
GPQA (Physics (general)),C,B,0,1,STABLE,right_wall,4,4,0.04,0.2,0.037154,13940,52.86,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.062637,22875,69.65,0,0.0
GPQA (Molecular Biology),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.030241,11629,41.76,0,0.0
GPQA (Quantum Mechanics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.084671,32234,59.13,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,left_wall,12,-4,0.12,0.2,0.31638,113652,485.52,0,0.0
GPQA (Chemistry (general)),CoF₄,B,0,1,STABLE,left_wall,6,-4,0.06,0.2,0.270196,94835,263.78,0,0.0
GPQA (Molecular Biology),D,D,1,1,STABLE,right_wall,10,4,0.1,0.2,0.07883,30761,234.2,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.062525,23282,91.59,0,0.0
GPQA (Molecular Biology),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.033874,12968,22.86,0,0.0
GPQA (Astrophysics),D,B,1,0,STABLE,left_wall,10,-4,0.1,0.2,0.281966,102340,421.86,0,0.0
GPQA (Physics (general)),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.061256,23179,47.92,0,0.0
GPQA (Organic Chemistry),B,B,1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.299367,109959,403.56,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.04224,15872,28.29,0,0.0
GPQA (Genetics),B,B,0,0,STABLE,right_wall,6,4,0.06,0.2,0.089728,32767,119.03,0,0.0
GPQA (Molecular Biology),Y,D,0,1,STABLE,right_wall,4,4,0.04,0.2,0.138425,48799,133.95,0,0.0
GPQA (Astrophysics),C,C,1,1,STABLE,right_wall,12,4,0.12,0.2,0.18012,68368,247.88,0,0.0
GPQA (Optics and Acoustics),D,A,0,1,STABLE,right_wall,6,4,0.06,0.2,0.119577,43143,146.47,0,0.0
GPQA (Chemistry (general)),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.066468,25598,80.75,0,0.0
GPQA (Physics (general)),D,D,1,1,STABLE,right_wall,6,4,0.06,0.2,0.10414,38721,152.65,0,0.0
GPQA (Relativistic Mechanics),A,A,0,0,STABLE,right_wall,4,4,0.04,0.2,0.089542,32129,95.84,0,0.0
